ITEM_20150317_000001	Empty_Helmet	없음_helmet
ITEM_20160218_008960	Collection: Koru Jungle	콜렉션:코루 숲
ITEM_20160218_008961	Collection: Knidos Jungle	콜렉션:크니도스 숲
ITEM_20160218_008962	Collection: Dadan Jungle	콜렉션:다단 숲
ITEM_20160218_008963	Collection: Nevellet Quarry 1F	콜렉션:네밸랫 광산 1층
ITEM_20160218_008964	Collection: Nevellet Quarry 2F	콜렉션:네밸랫 광산 2층
ITEM_20160218_008965	Collection: Novaha Assembly Hall	콜렉션:노바하 공회소
ITEM_20160218_008966	Collection: Novaha Annex	콜렉션:노바하 별관
ITEM_20160218_008967	Collection: Novaha Institute	콜렉션:노바하 본원
ITEM_20160218_008968	Collection: Karolis Springs	콜렉션:카롤리스 샘터
ITEM_20160218_008969	Collection: Letas Stream	콜렉션:레타스 개울가
ITEM_20160218_008970	Collection: Pelke Shrine Ruins	콜렉션:펠케 신전터
ITEM_20160218_008971	Collection: Absenta Reservoir	콜렉션:압셈타 수원지
ITEM_20160218_008972	Collection: Sienakal Graveyard	콜렉션:시에나칼 묘역
ITEM_20160218_008973	Collection: Carlyle's Mausoleum	콜렉션:칼라일의 영묘
ITEM_20160218_008974	Collection: Delmore Hamlet	콜렉션:델무어 소작촌
ITEM_20160218_008975	Collection: Delmore Manor	콜렉션:델무어 장원
ITEM_20160218_008976	Collection: Delmore Outskirts	콜렉션:델무어 외성
ITEM_20160218_008977	Collection: Feretory Hills	콜렉션:페레토리 구릉
ITEM_20160218_008978	Collection: Mochia Forest	콜렉션:모치아 숲
ITEM_20160218_008979	Collection: Sutatis Trade Route	콜렉션:수타티스 교역로
ITEM_20160218_008980	Collection: Topes Fortress 1F	콜렉션:토페스 보루 1층
ITEM_20160218_008981	Collection: Topes Fortress 2F	콜렉션:토페스 보루 2층
ITEM_20160218_008982	Collection: Bellai Rainforest	콜렉션:벨라이 숲
ITEM_20160218_008983	Collection: Zeraha	콜렉션:제라하
ITEM_20160218_008984	Collection: Seir Rainforest	콜렉션:세이르 숲
ITEM_20160218_008985	Collection: Galeed Plateau	콜렉션:갈르엣 평야
ITEM_20160218_008986	Collection: Fasika Plateau	콜렉션:파사카 협곡
ITEM_20160218_008987	Collection: Manahas	콜렉션:마나하스
ITEM_20160218_008988	Collection: Genar Field	콜렉션:게나르 평원
ITEM_20160218_008989	Collection: Sicarius 1F	콜렉션:시카리오스 1층
ITEM_20160218_008990	Collection: Sicarius 2F	콜렉션:시카리오스 2층
ITEM_20160218_008991	Prison Manager Prison Cutter Cube	감옥 관리자 프리즌커터의 큐브
ITEM_20160218_008992	Starving Velnia Monkey Cube	굶주려있는 벨니아몽키의 큐브
ITEM_20160218_008993	Forest Keeper Ferret Marauder Cube	숲 지킴이 페릿머로더의 큐브
ITEM_20160218_008994	Mirtis Cube	미르티스의 큐브
ITEM_20160218_008995	Helgasercle Cube	헬가세르클의 큐브
ITEM_20160218_008996	Rexipher Cube	렉시퍼의 큐브
ITEM_20160218_008997	Marnox Cube	마르눅스의 큐브
ITEM_20160218_008998	Mystery Cube	수수께끼 큐브
ITEM_20160218_008999	Memungkinkanmu untuk memperoleh bahan secara acak. {nl}Klik Kanan untuk menggunakan.	사용 시 임의의 재료를 획득할 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20160218_009000	Sparkly Cube	반짝반짝 큐브
ITEM_20160218_009001	Kaleimas Cube	칼레이마스 큐브
ITEM_20160218_009002	Sicarius Cube	시카리오스 큐브
ITEM_20160218_009003	Forest Cube	숲의 큐브
ITEM_20160218_009004	Ritheris Cube	리테리스의 큐브
ITEM_20160218_009005	Flammidus Cube	플람미두스의 큐브
ITEM_20160218_009006	Taruh item pada anvil dan pukul untuk meng-upgrade .{nl}Hanya bisa digunakan untuk equipmen dengan potential 0. Jika gagal, item tidak akan hancur.{nl}Jika gagal pada equipmen +11, Maka enhance level akan berkurang ke+10.{nl}Klik Kanan untuk menggunakan.	모루 위에 장비를 놓고 두드리면 성능이 향상됩니다. 포텐셜이 0인 장비에만 사용가능 합니다. 실패해도 장비가 파괴되지 않습니다. +11 강화이상에서 실패 시 강화 수치가 +10 강화로 감소합니다. 마우스 우클릭으로 사용합니다.
ITEM_20160218_009007	Flammidus Card	플람미두스 카드
ITEM_20160218_009008	Gem yang tidak dikenal ditemukan oleh monster. {nl}Diinginkan oleh banyak kolektor karena warnanya yang misterius. Gunakan untuk upgrade guild kamu.	몬스터들에게서 발견되는 정체불명의 보석입니다. 신비로운 빛깔로인해 수집가들이 많이 찾고있습니다. 길드를 성장시키는데 이용됩니다.
ITEM_20160218_009009	batu kecil. Hanya bisa didapatkan menggunakan Stone Picking skill.	작은 돌멩이입니다. 돌멩이 줍기 스킬을 사용하여 획득할 수 있습니다.
ITEM_20160218_009010	Crystal misterius yang ditemukan ketika ruang waktu terdistorsi.	시공간이 뒤틀릴 때 발견되는 신비로운 결정입니다.
ITEM_20160218_009011	Chafperor Shell	체이퍼러의 껍질
ITEM_20160218_009012	Diperoleh dari Chafperors.	체이퍼러에게서 획득합니다.
ITEM_20160218_009013	Socket Horn	소켓의 뿔
ITEM_20160218_009014	Tanduk yang tumbuh di kepala Sockets. {nl}Diperoleh dari Sockets.	머리에 솟아난 뿔입니다. 소켓에게서 획득합니다.
ITEM_20160218_009015	Magic Moss	마법 이끼
ITEM_20160218_009016	Moss possessing a faint spell. {nl}Diperoleh dari Ticen Magicians.	미약하게 마력을 가지고 있는 이끼입니다. 티켄 마법사에게서 획득합니다.
ITEM_20160218_009017	White Dandel Fur	하얀 단델의 털
ITEM_20160218_009018	Brown Rambear Bones	갈색 램베어 뼈
ITEM_20160218_009019	Tulang belulang ini hanya bisa ditangani dengan alat khusus karena mereka sangat kuat. {nl}Diperoleh dari Brown Rambears.	매우 단단하여 특수한 도구를 사용해서 가공해야합니다. 갈색 램베어에게서 획득합니다.
ITEM_20160218_009020	Deadborn Scap Mask	데드본스캡의 가면
ITEM_20160218_009021	Topeng yang mirip dengan gas mask. {nl}Diperoleh dari Deadborn Scaps.	방독면처럼 생긴 가면입니다. 데드본스캡에게서 획득합니다.
ITEM_20160218_009022	Kepari Shell	케파리 껍질
ITEM_20160218_009023	Rasaya tidak jelas. {nl}Diperoleh dari Keparis.	맛은 보장할 수 없습니다. 케파리에게서 획득합니다.
ITEM_20160218_009024	Straw Mat	거적때기
ITEM_20160218_009025	Kelihatannya telah digunakan oleh seseorang. {nl}Diperoleh dari Templeslaves.	누군가 걸치고 다녔던 것 같습니다. 템플슬레이브에게서 획득합니다.
ITEM_20160218_009026	White Chain	하얀 체인
ITEM_20160218_009027	Rantai yang terbuat dari white metal. {nl}Diperoleh dari Saltisdaughters.	하얀 금속으로 만들어진 체인입니다. 살티스도터에게서 획득합니다.
ITEM_20160218_009028	Blue Siaulav Mask	푸른 샤울라브 가면
ITEM_20160218_009029	Topeng yang aneh. {nl}Diperoleh dari Blue Siaulavs.	기괴한 느낌을 주는 가면입니다. 푸른 샤울라브에게서 획득합니다.
ITEM_20160218_009030	Green Eldigo Claw	초록 엘디고의 손톱
ITEM_20160218_009031	Cakar besar milik Eldigos. {nl}Diperoleh dari Green Eldigos.	엘디고는 거대한 손톱을 가지고 있습니다. 초록 엘디고에게서 획득합니다.
ITEM_20160218_009032	Red Truffle Mushroom	붉은 트리펠리 버섯
ITEM_20160218_009033	Untuk magicians, Jamur yang tumbuh pada Truffles menarik sebagai bahan pembelajaran; mereka digunakan sebagai bahan campuran. {nl}Diperoleh dari Red Truffles.	트리펠리에 돋아난 버섯은 마법사들에게 흥미로운 연구거리이자 시약입니다. 붉은 트리펠리에게서 획득합니다.
ITEM_20160218_009034	Pungent Stem	악취나는 줄기
ITEM_20160218_009035	Menurut penelitian botani, bau pungent telah terbukti menyebar melalui stem berbarengan dengan spell yang terkandung didalam nya.{nl}Diperoleh dari Green Corpse Flowers.	한 식물학자의 연구에 따르면 줄기에 담긴 마력이 밖으로 표출되면서 악취가 나는 것으로 확인되었습니다. 초록 시체꽃에서 획득합니다.
ITEM_20160218_009036	Blue Spion Leather	푸른 스피온 가죽
ITEM_20160218_009037	Melepaskan rambut berbulu dari kulit seperti ini adalah tugas yang tidak mudah. {nl}Diperoleh dari Blue Spions.	가죽을 온전한 상태로 뻣뻣한 털을 제거하는 것은 매우 어려운 작업입니다. 푸른 스피온에게서 획득합니다.
ITEM_20160218_009038	Gray Stoulet Tendon	회색 스타울리트 힘줄
ITEM_20160218_009039	Urat yang flexibel namun kuat. {nl}Diperoleh dari Gray Stoulets.	쉽게 끊어지지않고 탄력도 뛰어난 힘줄입니다. 회색 스타울리트에게서 획득합니다.
ITEM_20160218_009040	Orange Siaulav Mask	주황 샤울라브 가면
ITEM_20160218_009041	Topeng aneh. {nl}Diperoleh dari Orange Siaulavs.	기괴한 느낌을 주는 가면입니다. 주황 샤울라브에게서 획득합니다.
ITEM_20160218_009042	Green Hohen Mane	초록 호헨 갈기
ITEM_20160218_009043	Untuk mendapatkan ini kamu harus menghadapi binatang buas. {nl}Diperoleh dari Green Hohens.	이것을 얻기 위해서는 성난 야수와 대면할 수 밖에 없습니다. 초록 호헨에게서 획득합니다.
ITEM_20160218_009044	Green Hohen Horns	초록 호헨의 뿔
ITEM_20160218_009045	Mirip Panto horns namun nilai nya tak tertandingi. {nl}Diperoleh dari Green Hohens.	판토의 뿔과 비슷하지만 그 가치는 비교할 수 없습니다. 초록 호헨에게서 획득합니다.
ITEM_20160218_009046	Broken Hohen Staff	부러진 호헨 스태프
ITEM_20160218_009047	Sangat langka untuk sebuah objek yang telah dirasuki oleh demon berada di dunia kita meskipun kekuatan dari pemilik nya telah hilang. {nl}Diperoleh dari Red Hohen Mages.	마족이 지닌 장비가 그 주인의 힘이 사라진 뒤에도 현세에 남아있는 것은 굉장히 드문일입니다. 붉은 호헨 메이지에게서 획득합니다.
ITEM_20160218_009048	Hohen Flag Fragment	호헨 깃발 조각
ITEM_20160218_009049	Pola dari bendera ini dibuat dengan magic. {nl}Diperoleh dari Hohen Mages.	깃발위에 새겨진 문양은 마법으로 각인된 것입니다. 호헨 메인에게서 획득합니다.
ITEM_20160218_009050	Green Hohen Orben Crystal Sphere	초록 호헨 올벤의 수정구
ITEM_20160218_009051	Crystal sphere ini merupakan sumber kekuatan gaib dari Hohens. {nl}Diperoleh dari Green Hohen Orbens.	이 수정구는 호헨들이 사용하는 마법적 힘의 원천과 같습니다. 초록 호헨 올벤에게서 획득합니다.
ITEM_20160218_009052	Blue Wendigo Fur	푸른 웬디고 털
ITEM_20160218_009053	Terasa kasar saat disentuh. {nl}Diperoleh dari Blue Wendigos.	매우 거친 질감을 가지고 있습니다. 푸른 웬디고에게서 획득합니다.
ITEM_20160218_009054	Orange Minos Hoof	주황 미노스 발굽
ITEM_20160218_009055	Berkat bentuk kaki seperti  Netherbovine, Minos bisa bergerak cepat meskipun tubuh mereka berat. {nl}Diperoleh dari Orange Minos.	무쇠와 같은 발굽덕분에 미노스는 육중한 몸으로도 민첩하게 움직일 수 있습니다. 주황 미노스에게서 획득합니다.
ITEM_20160218_009056	Yellow Colifly Stamen	노란 콜리플라이 수술
ITEM_20160218_009057	Pollen yang terlepas dari Stamen akan menyebabkan rasa sakit jika terkena kulit. {nl}Diperoleh dari Yellow Coliflies.	수술에서 흩날리는 꽃가루는 피부와 접촉할 경우 통증을 일으킵니다. 노란 콜리플라이에게서 획득합니다.
ITEM_20160218_009058	Black Colifly Stamen	검은 콜리플라이 수술
ITEM_20160218_009059	Pollen yang terlepas dari Stamen akan menyebabkan rasa sakit jika terkena kulit. {nl}Diperoleh dari Black Coliflies.	수술에서 흩날리는 꽃가루는 피부와 접촉할 경우 통증을 일으킵니다. 검은 콜리플라이에게서 획득합니다.
ITEM_20160218_009060	Green Minos Leather	초록 미노스 가죽
ITEM_20160218_009061	Kulit yang tipis, namun jika kita letakan bertumpuk akan menghasilkan defense yang bagus. {nl}Diperoleh dari Green Minos.	두께가 얇지만 여러 겹을 덧댄다면 놀라울 정도의 방어력을 제공합니다. 초록 미노스에게서 획득합니다.
ITEM_20160218_009062	Brown Colimen Flower	갈색 콜리멘 꽃
ITEM_20160218_009063	Banyak pengembara terpancing dan terjebak oleh indahnya bunga ini. {nl}Diperoleh dari Brown Colimens.	아름다운 꽃에 이끌렸다가 습격을 받은 여행자들이 많습니다. 갈색 콜리멘에게서 획득합니다.
ITEM_20160218_009064	Spike	대못
ITEM_20160218_009065	Alasan kenapa Infra Holders memiliki spikes pada bahu nya masih belum terjawab. {nl}Diperoleh dari Red Infra Holders.	아직까지도 못이 왜 인프로 홀더의 어깨에 박혀있는지 밝혀내지 못했습니다. 붉은 인프로 홀더에게서 획득합니다.
ITEM_20160218_009066	Red Infra Holder Heart	붉은 인프로 홀더의 심장
ITEM_20160218_009067	Hati dari monster selalu memiliki mantra yang sangat kuat. {nl}Diperoleh dari Red Infra Holders.	몬스터의 심장은 항상 강한 마력을 가지고 있습니다. 붉은 인프로 홀더에게서 획득합니다.
ITEM_20160218_009068	Blue Lapasape Fangs	푸른 라프세이프 이빨
ITEM_20160218_009069	Taring Lapasape kecil namun jumlah nya banyak; gigitan nya menyebabkan pendarahan hebat. {nl}Diperoleh dari Blue Lapasapes.	작은 이빨이지만 무수히 돋아나있어 한 번 물리면 심각한 출혈을 일으킵니다. 푸른 라프세이프에게서 획득합니다.
ITEM_20160218_009070	Blue Colimen Flower	푸른 콜리멘 꽃
ITEM_20160218_009071	Banyak pengembara terpancing dan terjebak oleh indahnya bunga ini. {nl}Diperoleh dari Blue Colimens.	아름다운 꽃에 이끌렸다가 습격을 받은 여행자들이 많습니다. 푸른 콜리멘에게서 획득합니다.
ITEM_20160218_009072	Red Lepusbunny Tail	붉은 레푸스버니 꼬리
ITEM_20160218_009073	Karena pendek, bulu Lepusbunny susah ditangani; ekor nya pengecualian. {nl}Dipeoleh dari Red Lepusbunnies.	레푸스버니의 털은 짧아 가공이 어렵지만 꼬리만은 예외입니다. 붉은 레푸스버니에게서 획득합니다.
ITEM_20160218_009074	Blue Cronewt Leather	푸른 크로뉴트 가죽
ITEM_20160218_009075	Karakteristik kulit ini tebal dan lebih lembut dari kulit lain nya. {nl}Diperoleh dari Blue Cronewts.	다른 가죽들보다 두껍고 물렁한 특징이 있습니다. 푸른 크로뉴트에게서 획득합니다.
ITEM_20160218_009076	Blue Cronewt Stinger	푸른 크로뉴트 독침
ITEM_20160218_009077	Racun yang dihasilkan oleh Cronewts hampir sama mematikan nya seperti Wugushi. {nl}Dipeoleh dari Blue Cronewt Poisoned Needlers.	크로뉴트들이 사용하는 독은 무고사에 버금갈만큼 치명적입니다. 푸른 크로뉴트 독침술사에게서 획득합니다.
ITEM_20160218_009078	Blue Hohen Claw	푸른 호헨 손톱
ITEM_20160218_009079	Hohen menggunakan cakarnya sebagai senjata. {nl}Dipeoleh dari Blue Hohens.	이들에게 자신의 손톱은 무기와 같습니다. 푸른 호헨 바클에게서 획득합니다.
ITEM_20160218_009080	Blue Tiny Horn	푸른 티니의 뿔
ITEM_20160218_009081	Terdapat sebuah rekor lama dimana seorang pria mencabut tanduk Tiny horn dengan tangan kosong. {nl}Dipeoleh dari Blue Tinys.	오래전 한 사내가 맨손으로  티니의 뿔을 뽑았다는 기록이 있습니다. 푸른 티니에게서 획득합니다.
ITEM_20160218_009082	White Spion Fur	하얀 스피온 털
ITEM_20160218_009083	Bulu yang kasar dan kusut. {nl}Diperoleh dari White Spions.	매우 거칠고 뻣뻣한 털입니다. 하얀 스피온에게서 획득합니다.
ITEM_20160218_009084	Brown Lapasape Leaves	갈색 라프세이프 잎
ITEM_20160218_009085	Daun tipis dan runcing. {nl}Diperoleh dari Brown Lapasapes.	가늘고 뾰족한 잎입니다. 갈색 라프세이프에게서 획득합니다.
ITEM_20160218_009086	Red Hohen Orben Crystal Sphere	붉은 호헨 올벤의 수정구
ITEM_20160218_009087	Crystal sphere ini merupakan sumber kekuatan gaib dari Hohens. {nl}Diperoleh dari Red Hohen Orbens.	이 수정구는 호헨들이 사용하는 마법적 힘의 원천과 같습니다. 붉은 호헨 올벤에게서 획득합니다.
ITEM_20160218_009088	White Wendigo Bow	하얀 웬디고 활대
ITEM_20160218_009089	Bow yang belum sempurna namun sangat elastis. {nl}Diperoleh dari White Wendigo Archers.	매우 조악한 활대지만 탄력은 매우 우수합니다. 하얀 웬디고 궁수에게서 획득합니다.
ITEM_20160218_009090	Blue Hohen Gulak Horns	푸른 호헨 굴락의 뿔
ITEM_20160218_009091	Tanduk lebar ini cukup untuk mengintimidasi musuh. {nl}Diperoleh dari Blue Hohen Gulaks.	넓게 벌어져 있는 뿔은 상대에게 위압감을 주기 충분합니다. 푸른 호헨 굴락에게서 획득합니다.
ITEM_20160218_009092	Black Kepari Leaves	검은 케파리 잎
ITEM_20160218_009093	Sebagai daun yang tumbuh di badan monster, semua memiliki berbagai sifat yang berbeda, mereka sangat penting untuk penelitian magis. {nl}Diperoleh dari Black Keparis.	몬스터들의 몸에 솟아난 잎은 각기 다른 성질을 가지고 있어 마법 연구에 필수적입니다. 검은 케파리에게서 획득합니다.
ITEM_20160218_009094	Brown Tiny Bones	갈색 티니의 뼈
ITEM_20160218_009095	Tulang ini cukup kuat untuk dijadikan tongkat pemukul. {nl}Diperoleh dari Brown Tinys.	매우 단단하여 몽둥이로 사용할 수도 있습니다. 갈색 티니에게서 획득합니다.
ITEM_20160218_009096	Brown Tiny Horn	갈색 티니의 뿔
ITEM_20160218_009097	Terdapat sebuah rekor lama dimana seorang pria mencabut tanduk Tiny horn dengan tangan kosong. {nl}Diperoleh dari Brown Tinys.	오래전 한 사내가 맨손으로  티니의 뿔을 뽑았다는 기록이 있습니다. 갈색 티니에게서 획득합니다.
ITEM_20160218_009098	Blue Harugal Mane	푸른 하루갈 갈기
ITEM_20160218_009099	Harugal adalah Hohen terkuat. Mendapatkan mane mereka bukan tugas yang mudah. {nl}Diperoleh dari Blue Harugal.	하루갈은 호헨 중에서도 가장 강한 존재입니다. 갈기를 얻기는 쉬운일이 아닙니다. 푸른 하루갈에게서 획득합니다.
ITEM_20160218_009100	Blue Harugal Heart	푸른 하루갈의 심장
ITEM_20160218_009101	Satu-satunya cara untuk mendapatkan hati monster adalah membunuh nya. {nl}Diperoleh dari Blue Harugal.	몬스터의 심장을 얻는 방법은 그 몬스터를 쓰러트리는 것 뿐입니다. 푸른 하루갈에게서 획득합니다.
ITEM_20160218_009102	Green Socket Wing	초록 소켓의 날개
ITEM_20160218_009103	Socket dapat terbang meskipun tanpa sayap. Kehadiran sayap hanya untuk menandakan bahwa mereka adalah demon. {nl}Diperoleh dari Green Sockets.	소켓은 날개 없이도 날아다닐 수 있습니다. 날개는 그들이 마족이라는 증거일 뿐입니다. 초록 소켓에게서 획득합니다.
ITEM_20160218_009104	Brown Stoulet Helmet Fragment	갈색 스타울리트 투구 파편
ITEM_20160218_009105	Helmet yang digunakan oleh Stoulet terbuat dari metal yang tidak diketahui. {nl}Diperoleh dari Brown Stoulets.	스타울리트들이 쓰는 투구는 성분을 알 수 없는 금속으로 되어있습니다. 갈색 스타울리트에게서 획득합니다.
ITEM_20160218_009106	Blue Ridimed Stems	푸른 리디메드 줄기
ITEM_20160218_009107	Kerasnya batang ini membuat mereka sulit untuk dikunyah. {nl}Diperoleh dari Blue Ridimeds.	씹어 먹는 것이 힘들 정도로 단단한 줄기입니다. 푸른 리디메드에게서 획득합니다.
ITEM_20160218_009108	Red Straw Sheaves	붉은 짚단
ITEM_20160218_009109	Berguna untuk menyalahkan api. {nl}Diperoleh dari Red Puragis.	불을 붙일 때 사용하면 좋습니다. 붉은 푸라기에게서 획득합니다.
ITEM_20160218_009110	Black Old Kepa Skin	검은 늙은케파 껍질
ITEM_20160218_009111	Akan mudah pecah kecuali ditangani dengan hati-hati. {nl}Diperoleh dari Black Old Kepas.	조심히 다루지 않는다면 금방 바스라져 버립니다. 검은 늙은케파에게서 획득합니다.
ITEM_20160218_009112	Yellow Griba Stems	노란 그리바 줄기
ITEM_20160218_009113	Batang ini empuk dan bisa dikonsumsi. {nl}Diperoleh dari Yellow Gribas.	말랑말랑하여 식자재로 사용되기도 합니다. 노란 그리바에게서 획득합니다.
ITEM_20160218_009114	Green Meduja Tentacles	초록 미듀쟈 촉수
ITEM_20160218_009115	Serangan dari Meduja tentacle bisa menyebabkan luka serius. {nl}Diperoleh dari Green Medujas.	미듀쟈 촉수에 공격 당하면 끔찍한 흉터가 남겨집니다. 초록 미듀쟈에게서 획득합니다.
ITEM_20160218_009116	Terranium	테라늄
ITEM_20160218_009117	Hanya Terra Imps yang bisa membuat metal ini. {nl}Diperoleh dari Terra Imps.	테라임프들만이 만들어 낼 수 있는 금속입니다. 테라임프에게서 획득합니다.
ITEM_20160218_009118	Dawn Crystal Fragment	황혼 결정 파편
ITEM_20160218_009119	Tidak ada yang diketahui tentang item ini. {nl}Diperoleh dari Red Dawn Maidens.	이것에 대해서는 알려진 것이 없습니다. 붉은 황혼의 시녀에게서 획득합니다.
ITEM_20160218_009120	Blue Elet Mask	푸른 엘렛의 마스크
ITEM_20160218_009121	Tulisan-tulisan yang rumit di topeng ini berfungsi untuk memperkuat kekuatan Elets. {nl}Diperoleh dari Blue Elets.	마스크에 복잡하게 새겨진 문자들은 엘렛의 힘을 증폭시켜주는 효과가 있습니다. 푸른 엘렛에게서 획득합니다.
ITEM_20160218_009122	Blue Nuo Horns	푸른 누오의 뿔
ITEM_20160218_009123	Nuos tidak akan menyerang menggunakan tanduknya kecuali memang dibutuhkan. {nl}Diperoleh dari Blue Nuos.	정말 급한 상황이 아니라면 누오는 자신의 뿔로 상대를 공격하지 않습니다. 푸른 누오에게서 획득합니다.
ITEM_20160218_009124	Blue Nuo Sword Fragment	푸른 누오의 검 파편
ITEM_20160218_009125	Meskipun kecil, fragment pedang ini memancarkan energi jahat. {nl}Diperoleh dari Blue Nuos.	작은 파편일지라도 사악한 기운이 퍼져나오고 있습니다. 푸른 누오에게서 획득합니다.
ITEM_20160218_009126	Blue Guardian Spider Leg	푸른 수호 거미 다리
ITEM_20160218_009127	Sebuah kaki dari exosqueleton. {nl}Diperoleh dari Blue Guardian Spiders.	외골격으로 이뤄진 다리입니다. 푸른 수호 거미에게서 획득합니다.
ITEM_20160218_009128	Red Socket Horns	붉은 소켓의 뿔
ITEM_20160218_009129	Horns selalu berguna. {nl}Diperoleh dari Red Sockets.	뿔은 언제나 쓰임새가 많습니다. 붉은 소켓에게서 획득합니다.
ITEM_20160218_009130	Red Socket Wings	붉은 소켓의 날개
ITEM_20160218_009131	Socket dapat terbang meskipun tanpa sayap. Kehadiran sayap hanyauntuk menandakan bahwa mereka adalah demon. {nl}Diperoleh dari Red Socket.	소켓은 날개 없이도 날아다닐 수 있습니다. 날개는 그들이 마족이라는 증거일 뿐입니다. 붉은 소켓에게서 획득합니다.
ITEM_20160218_009132	Darkness Crystal Fragment	어둠 결정 파편
ITEM_20160218_009133	Tidak ada yang diketahui tentang item ini. {nl}Diperoleh dari Red Darkness Maidens.	이것에 대해서는 알려진 것이 없습니다. 붉은 어둠의 시녀에게서 획득합니다.
ITEM_20160218_009134	Blue Nuka Armor Fragment	푸른 누카 갑옷 파편
ITEM_20160218_009135	Mendapatkan perlengkapan yang digunakan demon merupakan tugas yang amat sangat susah. {nl}Diperoleh dari Blue Nukas.	마족들이 사용하던 장비를 얻는 것은 매우 어려운 일입니다. 푸른 누카에게서 획득합니다.
ITEM_20160218_009136	Blue Temple Slave Hood	푸른 템플슬레이브의 두건
ITEM_20160218_009137	Stealthy Temple Slaves menggunakan hood untuk menyembunyikan diri. {nl}Diperoleh dari Blue Temple Slaves.	교활한 템플슬레이브들은 은신을 위해 두건을 사용합니다. 푸른 템플슬레이브에게서 획득합니다.
ITEM_20160218_009138	Green Tiny Tail	초록 티니 꼬리
ITEM_20160218_009139	Rumor mengatakan beberapa individu eksentrik mengumpulkan item ini. {nl}Diperoleh dari Green Tinys.	몇몇 괴상한 수집가들이 이것을 수집한다는 소문이 있습니다. 초록 티니에게서 획득합니다.
ITEM_20160218_009140	Red Spion Fur	붉은 스피온 털
ITEM_20160218_009141	Sangat kasar dan berbulu. {nl}Diperoleh dari Red Spions.	매우 거칠고 뻣뻣한 털입니다. 붉은 스피온에게서 획득합니다.
ITEM_20160218_009142	Green Tiny Magician Bones	초록 티니 마법사의 뼈
ITEM_20160218_009143	Tulang ini cukup kuat untuk dijadikan tongkat pemukul. {nl}Diperoleh dari Green Tiny Magicians.	매우 단단하여 몽둥이로 사용할 수도 있습니다. 초록 티니 마법사에게서 획득합니다.
ITEM_20160218_009144	Blue Dumaro Claw	푸른 듀마로의 발톱
ITEM_20160218_009145	Pemburu biasanya menggunakan cakar ini sebagai kalung untuk menunjukan kebranian mereka. {nl}Diperoleh dari Blue Dumaros.	사냥꾼들은 자신의 실력을 입증하기 위해 목걸이에 발톱을 꿰고 다니기도 합니다. 푸른 듀마로에게서 획득합니다.
ITEM_20160218_009146	Blue Lepusbunny Bones	푸른 레푸스버니의 뼈
ITEM_20160218_009147	Tulang Lepusbunny ringan dibandingkan dengan ukurannya. {nl}Diperoleh dari Blue Lepusbunnies.	레푸스버니의 뼈는 크기에 비해 가벼운 것이 특징입니다. 푸른 레푸스버니에게서 획득합니다.
ITEM_20160218_009148	Blue Beard	푸른 수염
ITEM_20160218_009149	Janggut dari Fishermen. {nl}Diperoleh dari Blue Fishermen.	키만큼 긴 수염입니다. 푸른 피셔맨에게서 획득합니다.
ITEM_20160218_009150	Red Elma Broken Staff	붉은 엘마의 부러진 스태프
ITEM_20160218_009151	Digunakan untuk membuat equipment yang kuat namun jumlah nya tidak banyak. {nl}Diperoleh dari Red Elmas.	강력한 장비를 만드는데 사용되지만 공급이 매우 부족한 상황입니다. 붉은 엘마에게서 획득합니다.
ITEM_20160218_009152	Red Ticen Horns	붉은 티켄의 뿔
ITEM_20160218_009153	Ticen horns tumbuh terpisah dari tengkoraknya. {nl}Diperoleh dari Red Ticens.	티켄의 뿔은 두개골과 분리되어 있는 구조를 가지고 있습니다. 붉은 티켄에게서 획득합니다.
ITEM_20160218_009154	Red Nuo Horns	붉은 누오의 뿔
ITEM_20160218_009155	Nuos tidak akan menyerang menggunakan tanduknya kecuali memang dibutuhkan. {nl}Diperoleh dari Red Nuos.	정말 급한 상황이 아니라면 누오는 자신의 뿔로 상대를 공격하지 않습니다. 붉은 누오에게서 획득합니다.
ITEM_20160218_009156	Red Cockat Feather	붉은 코카트 깃털
ITEM_20160218_009157	Material indah dengan warna merah menciptakan permintaan yang tinggi. {nl}Diperoleh dari Red Cockats.	아름다운 색을 가지고 있어 수요가 많은 재료입니다. 붉은 코카트에게서 획득합니다.
ITEM_20160218_009158	Red Cockat Crest	붉은 코카트 벼슬
ITEM_20160218_009159	Sekali rusak, crest tidak bisa dipulihkan. Ini membuat crest yang utuh jadi item yang sangat berharga. {nl}Diperoleh dari Red Cockats.	벼슬은 한번 훼손되면 다시 회복되지 않기때문에 온전한 벼슬은 매우 가치가 높습니다. 붉은 코카트에게서 획득합니다.
ITEM_20160218_009160	Big Red Griba Bamboo Hat	붉은 빅 그리바 갓
ITEM_20160218_009161	Topi yang terkontaminasi dengan jamur dan racun yang tidak diketahui. {nl}Diperoleh dari Big Red Gribas.	알수없는 독소들과 곰팡이들로 오염되어 있습니다. 붉은 빅 그리바에게서 획득합니다.
ITEM_20160218_009162	Gray Winged Frog Bones	회색 날개 개구리의 뼈
ITEM_20160218_009163	Winged Frog bones berlubang agar bisa terbang. {nl}Diperoleh dari Gray Winged Frogs.	비행을 위해 날개 개구리의 뼈는 속이 텅 비어있습니다. 회색 날개 개구리에게서 획득합니다.
